Calvin #,Color,Current Mileage,Date_of_Service,Dept_t1,Dept_t3,Driver,Driver_x,Driver_y,KBB Value,Last LOF,Last Service,Make,Make_t1,Make_t3,Mileage,Model,Model_t1,Model_t3,Notes,Overall condition,Service?,Tire Condition IN 32nds,Title,Unnamed: 10,Unnamed: 9,VIN,Veh #,Vehicle,Vehicle  #,Vehicle #,Vehicle #_t5,Vehicle Year,Year_t1,Year_t3
LEROY,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Advancement,OO7,NULL,NULL,82.0,2017,NULL,NULL
LEROY,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #4,NULL,NULL,82.0,2017,NULL,NULL
LEROY,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,NULL,NULL,82.0,2017,NULL,NULL
LEROY,White,Burgundy,11/7/2023,none,none,none,none,none,NULL,751,11/7/2023,TOYOT,Dodge,Dodge,59527.0,RAV4,Grand Caravan,Grand Caravan,full service and check brakes,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Fac #9,45,45,82.0,2017,2014.0,2014.0
Old Pres,NULL,NULL,NULL,none,none,none,none,none,NULL,NULL,4/25/2023,TOYOT,Ford,Ford,129884.0,RAV4,Escape,Escape,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,#2,#2,82.0,2017,2014.0,2014.0
Old Pres,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Golf Carts,NULL,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Advancement,OO7,NULL,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #4,NULL,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,NULL,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,TOYOT,NULL,NULL,NULL,RAV4,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Fac #9,NULL,NULL,82.0,2017,NULL,NULL
MAIL,NULL,Burgundy,NULL,mail,mail,none,none,none,NULL,751,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS,Fac #8,38,38,67.0,2014,2016.0,2016.0
MAIL,NULL,Burgundy,NULL,mail,mail,none,none,none,NULL,751,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS/Custodial/Emily,Golf Carts,38,38,67.0,2014,2016.0,2016.0
MAIL,NULL,White,NULL,mail,mail,none,none,none,NULL,8323,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS/Advancement,OO7,38,38,67.0,2014,2016.0,2016.0
MAIL,NULL,Green EZ/Go,NULL,mail,mail,none,none,none,NULL,6377,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS,Fac #4,38,38,67.0,2014,2016.0,2016.0
MAIL,NULL,White,NULL,mail,mail,none,none,none,NULL,8323,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS,Fac #8,38,38,67.0,2014,2016.0,2016.0
MAIL,NULL,Burgundy,NULL,mail,mail,none,none,none,NULL,751,2/20/2024,FORD,Ford,Ford,37777.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS/Custodial/Emily,Fac #9,38,38,67.0,2014,2016.0,2016.0
14,NULL,88352,NULL,camp saf,camp saf,simon,none,none,"$9,359.00 ",86709,4/4/2023,FORD,Ford,Ford,86709.0,TRANSI,Transit Connect,Transit Connect,NULL,Above Average,Yes,F-4/6 R-7,Y,NULL,NULL,NM0KS9BN4DT126640,14,2013 Ford Transit Connect,14,14,70.0,2013,2013.0,2013.0
Seminary,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NM0LS6BN4BT049218,BS/Custodial/Emily,Fac #9,NULL,NULL,49.0,2011,NULL,NULL
Seminary,White,133423,NULL,none,none,none,annie mas-smith,slc,"$3,814.00 ",131220,2/28/2024,FORD,Chevy,Chevy,131220.0,TRANSI,Impala,Impala,NULL,Above Average,Yes,F-10 R-4,Y,NULL,NULL,NM0LS6BN4BT049218,41,Golf Carts,41,41,49.0,2011,2008.0,2008.0
Seminary,White,White,NULL,none,none,none,annie mas-smith,slc,"$20,536.00 ",8323,2/28/2024,FORD,Chevy,Chevy,131220.0,TRANSI,Impala,Impala,NULL,Above Average,Yes,F-14 R-11,Y,NULL,NULL,NM0LS6BN4BT049218,BS/Advancement,OO7,41,41,49.0,2011,2008.0,2008.0
Seminary,NULL,Green EZ/Go,11/7/2023,none,none,none,nick nichols,none,NULL,6377,11/7/2023,FORD,Honda,Honda,101852.0,TRANSI,Civic ,Civic ,"Full service, change wiper blades, replace battery",NULL,Yes,NULL,Y,NULL,NULL,NM0LS6BN4BT049218,BS,Fac #4,40,40,49.0,2011,2013.0,2013.0
Seminary,NULL,NULL,NULL,none,none,none,none,none,NULL,NULL,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NM0LS6BN4BT049218,BS,Fac #8,NULL,NULL,49.0,2011,NULL,NULL
Seminary,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NM0LS6BN4BT049218,BS/Custodial/Emily,Fac #9,NULL,NULL,49.0,2011,NULL,NULL
Seminary,White,White,NULL,none,none,none,none,none,"$3,814.00 ",8323,2/28/2024,FORD,Chevy,Chevy,131220.0,TRANSI,Impala,Impala,NULL,Above Average,Yes,F-10 R-4,Y,NULL,NULL,NM0LS6BN4BT049218,BS/Advancement,OO7,41,41,49.0,2011,2008.0,2008.0
Seminary,White,Green EZ/Go,NULL,none,none,none,none,none,"$20,536.00 ",6377,2/28/2024,FORD,Chevy,Chevy,131220.0,TRANSI,Impala,Impala,NULL,Above Average,Yes,F-14 R-11,Y,NULL,NULL,NM0LS6BN4BT049218,BS,Golf Carts,41,41,49.0,2011,2008.0,2008.0
Seminary,NULL,White,11/7/2023,none,none,none,none,none,NULL,8323,11/7/2023,FORD,Honda,Honda,101852.0,TRANSI,Civic ,Civic ,"Full service, change wiper blades, replace battery",NULL,Yes,NULL,Y,NULL,NULL,NM0LS6BN4BT049218,BS/Advancement,OO7,40,40,49.0,2011,2013.0,2013.0
Seminary,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NM0LS6BN4BT049218,BS,Fac #4,NULL,NULL,49.0,2011,NULL,NULL
Seminary,NULL,NULL,NULL,none,none,none,none,none,NULL,NULL,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NM0LS6BN4BT049218,BS,Fac #8,NULL,NULL,49.0,2011,NULL,NULL
Seminary,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,FORD,NULL,NULL,NULL,TRANSI,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NM0LS6BN4BT049218,BS/Custodial/Emily,Fac #9,NULL,NULL,49.0,2011,NULL,NULL
CD  ,NULL,White,NULL,c-dining,c-dining,amanda harper,none,none,NULL,8323,2/28/2024,FORD,Ford,Ford,22377.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0LS6E77E1139895,BS/Advancement,OO7,39,39,65.0,2014,2014.0,2014.0
8,White,26972,10/25/2023,building ser,building ser,larry,none,none,"$10,758.00 ",25464,10/25/2023,FORD,Ford,Ford,25464.0,TRANSI,Transit Connect,Transit Connect,service and change oil. replace wiper blade.,Above Average,Yes,F-11 R-12,Y,NULL,NULL,NM0LS7BNXDT157450,8,2013 Ford Transit Connect,8,8,66.0,2013,2013.0,2013.0
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS,Fac #8,NULL,NULL,76.0,1995,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS/Custodial/Emily,Golf Carts,NULL,NULL,76.0,1995,NULL,NULL
UTILITY TR,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS/Advancement,OO7,NULL,NULL,76.0,1995,NULL,NULL
UTILITY TR,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS,Fac #4,NULL,NULL,76.0,1995,NULL,NULL
UTILITY TR,NULL,White,NULL,none,none,none,none,none,NULL,8323,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS,Fac #8,NULL,NULL,76.0,1995,NULL,NULL
UTILITY TR,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,NULL,HOME,NULL,NULL,NULL,TRAILER,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,NULL,NO VIN,BS/Custodial/Emily,Fac #9,NULL,NULL,76.0,1995,NULL,NULL
UTILITY TR,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,WHIT,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,4X4TSE6233N038630,BS,Fac #8,17,NULL,15.0,2003,NULL,NULL
UTILITY TR,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,WHIT,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,4X4TSE6233N038630,BS/Custodial/Emily,Golf Carts,17,NULL,15.0,2003,NULL,NULL
FACILITIES,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5DYAA51L3HC008007,BS/Advancement,OO7,17,NULL,77.0,2017,NULL,NULL
FACILITIES,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5DYAA51L3HC008007,BS,Fac #4,17,NULL,77.0,2017,NULL,NULL
FACILITIES,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5DYAA51L3HC008007,BS,Fac #8,17,NULL,77.0,2017,NULL,NULL
FACILITIES,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5DYAA51L3HC008007,BS/Custodial/Emily,Fac #9,17,NULL,77.0,2017,NULL,NULL
FACILITIES,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5DYAA51L3HC008007,BS,Fac #8,17,NULL,77.0,2017,NULL,NULL
FACILITIES,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT410,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAA51L3HC008007,BS/Custodial/Emily,Golf Carts,17,NULL,77.0,2017,NULL,NULL
BONEYARD,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS/Advancement,OO7,17,NULL,78.0,2017,NULL,NULL
BONEYARD,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS,Fac #4,17,NULL,78.0,2017,NULL,NULL
BONEYARD,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS,Fac #8,17,NULL,78.0,2017,NULL,NULL
BONEYARD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS/Custodial/Emily,Fac #9,17,NULL,78.0,2017,NULL,NULL
BONEYARD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS,Fac #8,17,NULL,78.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,JIG,NULL,NULL,30329.0,UT914,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,5DYAAB2L3KC008996,BS/Custodial/Emily,Golf Carts,17,NULL,78.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS/Advancement,OO7,17,NULL,13.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS,Fac #4,17,NULL,13.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS,Fac #8,17,NULL,13.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS/Custodial/Emily,Fac #9,17,NULL,13.0,UNCLAIMED WITH TITLE,NULL,NULL
BONEYARD,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS,Fac #8,17,NULL,13.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,GENS,NULL,NULL,30329.0,CANOE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5KYMB161241002306,BS/Custodial/Emily,Golf Carts,17,NULL,13.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS/Advancement,OO7,17,NULL,35.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS,Fac #4,17,NULL,35.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS,Fac #8,17,NULL,35.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS/Custodial/Emily,Fac #9,17,NULL,35.0, NO TITLE OFF CAMPUS PAYING INSURANCE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS,Fac #8,17,NULL,35.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,ROYA,NULL,NULL,30329.0,CARGO,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5LABE14248M019513,BS/Custodial/Emily,Golf Carts,17,NULL,35.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS/Advancement,OO7,17,NULL,12.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS,Fac #4,17,NULL,12.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS,Fac #8,17,NULL,12.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS/Custodial/Emily,Fac #9,17,NULL,12.0,CLAIMED NO TITLE,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS,Fac #8,17,NULL,12.0,2004,NULL,NULL
NULL,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,CARG,NULL,NULL,30329.0,MATE,NULL,NULL,NULL,NULL,Yes,NULL,Y,NULL,NULL,5NHUCM0134N047716,BS/Custodial/Emily,Golf Carts,17,NULL,12.0,2004,NULL,NULL
WEIBE,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS/Advancement,OO7,17,NULL,83.0,2022,NULL,NULL
WEIBE,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS,Fac #4,17,NULL,83.0,2022,NULL,NULL
WEIBE,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS,Fac #8,17,NULL,83.0,2022,NULL,NULL
WEIBE,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS/Custodial/Emily,Fac #9,17,NULL,83.0,2022,NULL,NULL
WEIBE,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS,Fac #8,17,NULL,83.0,2022,NULL,NULL
WEIBE,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,HIGHLA,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,5TDXBRCH1NS561925,BS/Custodial/Emily,Golf Carts,17,NULL,83.0,2022,NULL,NULL
LEROY,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Advancement,OO7,17,NULL,82.0,2017,NULL,NULL
LEROY,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #4,17,NULL,82.0,2017,NULL,NULL
LEROY,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,17,NULL,82.0,2017,NULL,NULL
LEROY,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Fac #9,17,NULL,82.0,2017,NULL,NULL
LEROY,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,17,NULL,82.0,2017,NULL,NULL
LEROY,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Golf Carts,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Advancement,OO7,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #4,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Fac #9,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS,Fac #8,17,NULL,82.0,2017,NULL,NULL
Old Pres,NULL,Burgundy,NULL,none,none,none,none,none,NULL,751,3/15/2023,TOYOT,NULL,NULL,30329.0,RAV4,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,JTMZFREV8HJ143993,BS/Custodial/Emily,Golf Carts,17,NULL,82.0,2017,NULL,NULL
MAIL,NULL,White,NULL,none,none,none,none,none,NULL,8323,3/15/2023,FORD,Ford,Ford,30329.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0GE9F76E1142148,BS/Advancement,OO7,17,38,67.0,2014,2016.0,2016.0
14,NULL,Green EZ/Go,NULL,none,none,none,simon,none,NULL,6377,3/15/2023,FORD,Ford,Ford,30329.0,TRANSI,Transit Connect,Transit Connect,NULL,NULL,Yes,NULL,Y,NULL,NULL,NM0KS9BN4DT126640,BS,Fac #4,17,14,70.0,2013,2013.0,2013.0
Seminary,NULL,Green EZ/Go,NULL,none,none,none,none,none,NULL,6377,3/15/2023,FORD,NULL,NULL,30329.0,TRANSI,NULL,NULL,NULL,NULL,Yes,NULL,N,NULL,NULL,NM0LS6BN4BT049218,BS,Fac #8,17,NULL,49.0,2011,NULL,NULL
